Age,Gender,Country,AppliedAmount,Amount,Interest,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,DebtToIncome,FreeCash,PlannedInterestTillDate,Status,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan
41,1,0,3185,3185,18,60,92,4,5,1,1,3,3,7,1,293,0,50,0,0,0,0,343,1,250,26,0,2947,0,0,0,0,0,0
37,0,0,1590,1590,28,60,54,8,4,1,2,3,4,8,2,1060,0,0,0,0,0,0,1060,1,318,5,687,426,0,2,5880,7786,600,1
68,0,0,1590,1590,20,36,64,6,5,3,0,6,2,6,1,500,450,0,0,0,0,0,950,1,285,6,600,1590,0,0,0,0,0,0
43,2,1,4250,2550,94,60,352,7,5,4,2,3,6,1,3,1484,0,0,0,0,0,0,1484,11,1903,67,35,2550,1,0,0,0,0,0
34,1,0,3185,3185,26,60,107,7,4,2,1,3,2,7,2,520,0,0,0,0,0,0,520,4,458,51,2,3078,0,0,0,0,0,0
33,1,0,3185,3185,31,60,115,2,4,1,2,3,6,3,2,0,0,100,70,560,200,0,930,1,279,12,535,3018,0,1,635,642,0,0
34,1,0,1590,1590,15,24,82,2,4,1,2,5,4,1,7,1500,0,100,0,0,215,0,1815,11,1343,48,388,300,0,2,2030,1681,0,0
54,0,0,1060,1060,19,12,101,2,5,3,0,3,3,11,1,1285,0,0,0,0,0,0,1285,7,1093,44,90,133,0,4,10355,4552,0,0
38,0,0,530,530,15,6,94,7,4,1,0,5,4,9,1,700,0,0,0,0,0,0,700,3,656,13,85,12,0,4,3500,3899,500,1
25,0,0,530,530,36,48,23,7,3,3,0,3,2,3,2,722,0,0,0,0,0,0,722,2,314,12,385,530,0,0,0,0,0,0
33,1,0,1590,1590,27,12,158,7,5,2,1,3,2,16,3,732,0,50,80,0,0,0,862,5,478,43,225,1352,0,1,1060,449,0,0
32,0,0,530,530,10,12,48,3,5,3,0,3,4,15,2,886,0,0,0,0,0,0,886,6,672,32,165,30,0,2,3790,1394,0,0
54,1,0,10630,8840,18,60,309,8,5,2,0,3,6,7,1,980,0,0,0,0,0,0,980,1,294,31,376,8840,1,0,0,0,0,0
32,1,0,1060,1060,29,24,62,2,2,3,2,3,2,3,4,400,0,100,0,0,0,180,680,8,586,58,31,1060,0,3,6300,4677,3000,1
70,0,0,530,530,25,18,37,2,3,1,0,6,4,1,1,0,420,0,0,0,0,0,420,3,309,23,72,75,0,2,1560,511,0,0
34,1,2,3185,3185,36,36,157,7,5,1,1,3,2,17,1,1850,0,95,95,0,154,0,2194,5,1148,24,888,2943,1,0,0,0,3000,1
36,0,0,1590,1590,38,60,65,1,4,1,2,5,6,10,1,1100,0,0,0,0,0,500,1600,4,926,32,608,1212,0,2,10000,9280,0,0
28,0,0,1275,1275,27,36,56,4,4,3,0,3,1,1,3,1196,0,0,0,0,0,0,1196,2,722,17,417,0,0,1,2655,737,0,0
41,0,2,5315,5315,30,36,246,1,3,3,0,3,1,6,4,2400,0,0,0,0,0,0,2400,6,1075,25,1078,9,0,0,0,0,0,0
42,0,2,6800,6425,32,36,320,7,3,3,0,6,6,7,1,1100,1100,0,0,0,0,0,2200,3,1016,30,862,6425,1,2,8315,5412,0,0
63,1,0,1060,1060,11,60,26,2,4,1,0,6,6,1,1,0,355,0,26,0,0,0,381,5,480,33,1,1060,0,1,3720,488,0,0
31,1,0,7970,7970,21,60,245,2,4,2,2,3,2,16,9,430,0,100,0,0,0,400,930,2,425,42,259,7970,0,1,3185,442,0,0
27,2,1,2655,2655,42,36,140,7,5,3,0,3,3,7,2,1100,0,0,0,0,0,0,1100,11,1574,41,296,2604,1,1,3185,3210,0,0
38,0,2,10630,3225,148,12,1781,2,5,3,0,3,6,4,1,3450,0,0,0,0,0,0,3450,3,1973,57,446,3502,1,0,0,0,0,0
30,1,0,2655,2655,31,36,123,7,4,2,3,3,1,1,5,550,0,238,0,0,170,180,1138,2,524,26,490,531,1,1,5315,940,0,0
57,2,1,3185,3185,61,60,182,7,4,4,0,3,6,3,4,1500,0,0,0,0,0,0,1500,5,950,45,366,3137,0,0,0,0,0,0
23,1,0,530,530,36,60,21,2,2,3,0,3,4,9,2,500,0,0,0,0,0,0,500,2,340,22,138,516,0,0,0,0,0,0
41,0,2,5315,5315,33,12,545,2,3,2,0,3,2,6,4,2214,0,0,0,0,0,0,2214,1,900,24,768,4544,0,0,0,0,0,0
42,1,0,530,530,32,36,24,7,2,2,1,3,6,3,9,500,160,50,0,0,0,0,710,2,385,3,300,530,0,0,0,0,0,0
48,0,0,3505,3505,9,60,84,7,4,1,4,3,5,8,3,1100,158,0,0,0,0,0,1258,7,1026,43,146,3505,0,3,9060,6956,0,0
34,2,1,955,955,182,12,181,2,5,3,0,3,5,4,2,1319,0,0,0,0,0,0,1319,1,395,13,742,1248,1,0,0,0,0,0
39,0,0,6910,5575,17,60,194,0,5,1,1,4,1,18,3,1200,0,0,0,0,0,800,2000,5,990,29,814,5575,0,1,4250,576,0,0
45,0,0,635,635,31,18,46,0,5,1,3,3,3,3,9,1223,0,0,0,0,0,0,1223,4,893,12,283,62,0,11,1476,3066,0,0
29,0,0,3185,3185,30,18,232,3,3,2,1,4,3,1,1,3000,0,0,0,0,0,0,3000,3,1151,15,1615,890,0,1,5250,731,0,0
40,1,0,4250,4250,15,60,116,2,4,1,1,3,6,1,1,393,0,50,0,0,0,0,443,7,491,37,26,20,1,2,1590,282,0,0
37,1,0,2335,2335,18,36,92,6,4,3,0,3,1,19,2,920,0,0,0,0,0,0,920,9,703,56,123,0,0,4,8185,5203,0,0
42,0,0,3185,3185,18,36,127,7,4,2,0,3,4,6,3,2300,0,0,0,0,0,0,2300,5,1121,24,1051,2152,0,3,7115,2000,0,0
40,0,0,3185,3185,25,36,137,2,5,2,1,5,6,1,1,2300,0,0,0,0,0,0,2300,6,1183,27,978,0,1,4,4440,1241,1500,1
40,0,0,2125,2125,19,60,63,2,4,4,0,3,2,7,1,800,0,0,0,0,0,200,1000,6,784,54,151,2125,0,3,8670,2755,0,0
24,0,0,5315,4745,22,60,165,2,3,3,0,3,1,6,2,1900,0,0,0,0,0,0,1900,3,801,20,933,2966,1,1,1380,186,0,0
25,1,0,2655,2655,22,60,82,2,4,2,1,3,2,1,6,890,0,0,0,0,0,0,890,7,1007,50,79,2655,0,0,0,0,0,0
24,0,0,635,635,20,36,25,7,4,3,0,3,1,7,6,600,0,0,0,0,0,0,600,4,365,23,209,635,0,0,0,0,0,0
49,1,0,530,530,36,60,21,5,5,5,0,3,2,1,2,397,0,0,0,0,0,0,397,1,250,5,125,530,0,0,0,0,0,0
35,2,1,1590,1590,36,60,63,7,5,1,2,3,6,15,8,1850,0,0,0,0,0,0,1850,3,1785,37,1,44,0,0,0,0,0,0
32,1,0,530,530,27,36,23,6,4,2,0,3,5,7,3,750,241,0,75,0,0,150,1216,6,719,31,472,128,1,5,10540,3605,0,0
26,2,1,2335,2335,158,24,332,6,5,3,0,3,6,9,2,710,0,0,0,0,0,0,710,4,899,46,27,2239,1,0,0,0,0,0
26,1,0,4780,4315,36,60,191,2,2,1,3,3,3,3,9,0,0,200,0,430,0,0,630,1,264,30,174,4236,0,0,0,0,0,0
47,0,2,10630,4770,22,60,333,0,5,1,5,5,3,10,1,5000,0,0,0,0,0,0,5000,9,3723,47,943,4135,1,0,0,0,0,0
34,1,0,1060,1060,29,48,41,2,2,2,1,3,3,9,3,1000,0,69,0,0,0,100,1169,2,450,12,677,789,1,0,0,0,0,0
21,0,0,3400,3400,31,24,204,6,2,3,0,3,1,7,4,2072,0,0,0,0,0,0,2072,1,621,9,1246,799,0,0,0,0,0,0
39,0,0,530,530,23,36,22,2,4,3,1,3,1,8,2,900,0,0,0,0,0,0,900,6,662,46,215,378,0,1,3285,612,0,0
25,2,1,3185,3185,102,36,298,2,4,3,7,3,1,9,3,1200,100,600,100,300,100,240,2640,11,2090,60,250,3185,1,0,0,0,0,0
26,0,0,1060,1060,17,36,41,3,3,3,0,3,1,8,2,1500,0,0,0,0,0,0,1500,2,521,7,936,8,0,1,755,313,0,0
25,1,2,6375,2350,116,36,663,5,3,1,0,3,2,10,4,2300,0,0,0,0,0,0,2300,1,690,28,946,2350,1,0,0,0,0,0
53,0,2,4250,4250,21,36,175,0,4,1,0,3,6,10,5,3200,0,0,0,0,0,0,3200,3,1409,13,1614,4250,0,2,7050,1883,0,0
68,2,1,1590,1590,33,48,66,7,5,3,0,6,3,1,1,2075,0,0,0,0,0,0,2075,8,1900,64,108,1590,1,0,0,0,0,0
52,2,1,1590,1590,76,36,119,2,3,1,3,3,2,6,1,1628,0,0,0,0,0,400,2028,6,1254,34,654,1494,1,0,0,0,0,0
43,0,0,1590,1590,16,36,61,1,4,1,4,3,6,17,2,622,0,0,230,0,0,0,852,9,724,62,66,1590,0,3,5720,1758,0,0
22,2,1,530,530,137,12,85,6,3,3,0,3,3,1,2,980,0,0,0,0,0,0,980,2,453,19,441,504,0,0,0,0,0,0
22,0,1,6375,4455,61,48,382,0,4,3,0,3,3,9,3,960,0,0,0,0,0,0,960,9,1325,59,34,4455,1,1,725,140,0,0
23,1,0,530,530,37,48,23,7,2,3,0,3,5,9,3,700,0,0,0,0,0,0,700,4,405,25,271,519,0,2,1485,383,0,0
39,2,1,530,530,260,18,120,6,5,1,2,4,1,7,3,800,0,0,0,0,0,500,1300,4,781,39,397,526,1,0,0,0,0,0
25,0,0,3185,3185,25,60,104,6,4,2,0,3,2,9,6,366,0,0,0,0,0,0,366,1,250,28,11,3185,0,0,0,0,0,0
30,2,1,3185,3185,233,18,656,2,4,2,1,3,6,19,1,1040,0,0,0,0,0,100,1140,1,350,57,133,8709,1,0,0,0,0,0
41,2,1,530,530,259,48,116,8,2,4,0,6,6,1,5,0,950,0,0,0,0,0,950,1,570,12,263,530,1,0,0,0,0,0
53,1,0,7440,7440,20,60,222,6,5,1,0,3,6,5,1,870,240,0,0,0,0,0,1110,1,333,20,554,7365,1,0,0,0,0,0
24,2,1,635,635,243,36,131,7,4,3,0,2,1,7,2,658,0,0,0,0,0,200,858,3,526,35,200,535,1,0,0,0,0,0
41,0,0,2655,2655,36,48,114,7,4,1,1,5,1,4,3,1093,0,0,0,0,0,0,1093,4,655,28,323,2396,0,3,4455,935,0,0
47,0,2,4250,4250,30,36,194,7,2,1,0,3,6,3,4,1820,0,0,0,0,0,0,1820,12,1546,65,78,138,0,1,6625,1473,0,0
37,0,0,3185,3185,16,60,88,1,4,1,2,3,4,2,1,1287,0,0,0,0,0,0,1287,10,1069,55,129,2542,0,2,8715,2066,0,0
45,1,2,1060,1060,26,36,46,0,5,3,1,3,6,18,1,3100,0,95,0,0,0,0,3195,6,2205,40,943,154,1,1,9515,2323,0,0
40,2,1,2655,2655,57,60,144,4,5,3,0,3,2,10,3,1000,0,0,0,0,0,0,1000,16,1876,64,3,2655,1,1,1815,618,0,0
31,0,0,2125,2125,34,60,82,1,3,3,0,3,1,6,1,2200,0,0,0,0,0,0,2200,2,770,8,1347,2125,0,0,0,0,0,0
31,0,0,2655,2655,16,60,73,1,4,1,1,3,6,1,8,2228,0,0,0,0,0,0,2228,7,1711,30,442,2655,0,2,8620,2078,0,0
28,0,0,5315,5315,27,24,306,3,4,2,0,5,6,1,2,560,0,0,0,0,0,600,1160,5,1058,56,154,698,0,1,1060,625,0,0
40,0,0,530,530,31,18,39,3,4,3,0,3,3,6,1,975,0,0,0,0,0,256,1231,4,826,40,365,458,0,5,13755,7409,500,1
23,1,0,530,530,19,48,17,2,4,3,0,3,1,9,3,550,0,0,0,0,0,0,550,2,310,14,222,530,0,0,0,0,0,0
39,2,1,2760,2760,76,36,205,0,4,4,2,2,1,14,2,307,687,0,387,0,300,0,1681,9,2008,53,52,2263,0,0,0,0,0,0
26,1,2,5315,5315,86,12,693,6,2,3,2,3,1,1,4,2200,0,300,0,300,0,0,2800,4,2155,69,26,2961,0,0,0,0,0,0
48,0,1,530,530,101,12,73,4,5,3,0,3,2,16,2,1424,0,0,0,0,0,0,1424,4,932,39,417,345,0,1,530,622,0,0
46,0,0,1060,1060,19,24,57,2,4,1,1,3,6,8,1,1193,0,0,0,0,0,0,1193,7,1132,39,3,1060,0,5,11985,6161,8200,3
31,1,0,530,530,32,36,24,7,2,1,2,3,6,8,1,800,0,100,0,0,0,0,900,2,390,16,485,28,0,0,0,0,0,0
39,1,0,530,530,31,36,24,4,4,3,2,3,6,6,1,550,0,100,0,0,420,0,1070,4,515,20,530,379,0,5,5315,2387,0,0
57,1,0,530,530,20,12,51,2,4,1,0,3,5,9,1,723,0,0,0,0,0,0,723,5,537,46,134,137,0,3,6125,3237,0,0
29,0,0,530,530,14,36,20,4,3,1,1,3,6,3,1,1089,0,0,0,0,0,0,1089,12,1098,54,7,24,0,3,11405,3665,0,0
55,1,0,2125,2125,22,48,74,2,4,4,0,3,6,1,1,900,0,0,0,0,0,0,900,8,854,59,91,2095,0,0,0,0,0,0
64,0,2,5740,5740,19,36,230,0,2,4,0,6,6,1,4,0,1500,0,62,0,0,0,1562,7,1598,56,177,5740,1,1,4780,887,0,0
44,1,0,1060,1060,16,60,29,7,4,3,1,3,1,13,1,746,0,50,0,0,205,0,1001,10,1000,68,16,554,1,4,9290,3782,0,0
28,1,0,635,635,33,36,30,7,3,2,0,3,2,19,6,1300,0,0,0,0,0,0,1300,2,490,10,779,29,0,1,1590,337,0,0
24,1,0,6375,6375,24,60,206,6,4,2,0,3,1,9,6,479,167,0,23,0,0,0,669,4,452,61,10,4955,1,0,0,0,0,0
41,0,0,1590,1590,34,36,76,2,4,1,3,3,6,10,8,2300,0,0,0,0,0,0,2300,5,2190,38,33,1481,0,1,5315,1985,0,0
35,0,0,3720,3720,37,60,150,0,2,3,0,4,5,8,1,900,0,0,0,0,0,0,900,3,372,28,377,3720,0,0,0,0,0,0
29,1,0,2125,2125,29,36,97,2,1,3,4,3,1,1,3,0,0,250,0,378,0,0,628,1,270,15,260,2125,0,0,0,0,0,0
46,0,0,2975,2975,31,36,138,2,3,1,2,3,3,3,1,780,253,0,54,0,0,0,1087,2,580,36,367,2925,0,3,10740,6876,0,0
36,0,0,955,955,33,48,39,7,4,3,1,3,5,10,9,1636,0,50,0,0,0,0,1686,4,1350,31,296,955,0,1,5315,1482,0,0
40,1,0,1060,1060,34,48,44,6,3,1,1,3,5,3,1,500,0,50,0,0,0,0,550,8,1120,51,19,350,0,0,0,0,0,0
49,2,1,3185,3185,113,24,351,7,3,4,0,4,6,5,4,1500,0,0,0,0,0,0,1500,10,1345,66,53,3185,1,0,0,0,0,0
27,1,2,6375,6375,30,36,292,6,5,1,2,3,1,17,8,1900,0,201,0,0,0,0,2101,15,2812,42,84,6375,0,1,4250,719,0,0
31,2,1,5315,2790,89,60,417,6,5,1,2,3,4,14,2,1043,0,0,0,0,0,0,1043,5,884,62,28,2790,1,0,0,0,0,0
27,2,1,3720,3720,68,60,232,6,3,2,0,5,4,8,3,1906,0,0,0,0,0,0,1906,8,2128,47,133,3720,0,0,0,0,0,0
57,1,1,9565,3020,35,60,371,0,5,3,0,3,6,1,2,1325,0,0,0,0,0,0,1325,5,858,62,95,2752,1,1,1000,330,0,0
38,2,0,5845,5845,30,60,211,2,2,2,2,3,6,1,1,410,0,100,0,0,0,0,510,10,723,48,15,5674,0,0,0,0,0,0
31,0,2,3720,3300,68,36,257,7,5,3,0,4,6,18,4,1800,0,0,0,0,0,0,1800,8,2242,45,447,3239,1,0,0,0,0,0
22,2,1,3185,3185,262,48,708,6,5,3,0,3,3,7,2,1280,0,0,0,0,0,740,2020,1,606,35,705,3185,1,0,0,0,0,0
26,1,0,1275,1275,34,48,53,7,4,2,1,3,4,1,1,1200,0,0,0,0,0,0,1200,2,408,8,738,0,0,0,0,0,0,0
34,2,1,3185,3185,75,60,216,7,5,3,0,3,1,9,8,1332,0,0,0,0,0,0,1332,4,1573,16,1,180,0,0,0,0,0,0
23,2,1,3185,3185,66,60,194,7,4,3,0,3,1,7,5,843,0,0,0,0,0,0,843,10,1353,56,13,3185,1,0,0,0,0,0
28,0,0,3185,3185,37,60,129,7,2,3,0,3,2,6,1,1440,0,0,0,0,0,0,1440,7,1915,34,342,3185,0,0,0,0,0,0
28,1,1,2655,2655,59,24,201,7,4,3,0,3,6,11,2,1300,0,0,0,0,0,0,1300,5,996,62,102,383,0,2,4320,4630,0,0
52,0,0,3185,3185,37,48,139,2,3,1,0,3,3,6,1,1200,0,0,0,0,0,0,1200,2,460,11,600,847,1,0,0,0,0,0
41,1,0,2125,2125,33,36,101,2,2,1,1,4,3,1,1,690,0,50,0,0,200,1900,2840,4,977,7,1761,1899,0,3,3655,1470,0,0
35,0,0,530,530,32,24,32,2,4,2,2,5,2,6,1,400,0,0,0,0,0,800,1200,4,629,13,538,307,0,3,2850,2613,0,0
29,1,1,2655,2655,84,60,198,3,5,1,0,4,1,12,3,1200,0,0,0,0,0,200,1400,9,1924,58,163,2655,1,0,0,0,0,0
29,2,1,4250,4250,70,60,272,5,1,3,1,3,6,9,2,1058,0,0,0,0,0,0,1058,4,1021,65,10,4241,1,0,0,0,0,0
42,1,0,10630,4870,37,60,429,2,3,4,0,5,2,1,1,1000,0,0,0,0,0,1000,2000,1,600,21,970,4688,0,0,0,0,0,0
34,2,1,2655,2655,120,48,278,7,3,2,1,3,6,7,3,1232,0,0,0,0,0,0,1232,8,1651,57,75,2655,1,0,0,0,0,0
33,0,0,5845,5845,11,60,148,2,4,2,0,3,1,7,7,1500,0,0,0,0,0,0,1500,4,737,17,613,275,0,2,4355,2709,0,0
26,1,0,1590,1590,35,48,67,7,3,1,1,3,3,9,1,880,0,50,0,215,0,0,1145,5,743,40,334,424,0,4,8125,2860,0,0
38,0,0,1060,1060,20,60,32,6,4,2,1,3,6,14,8,1200,0,0,0,0,0,80,1280,13,1303,48,12,1060,0,3,8060,4282,10065,3
29,0,0,3185,3185,33,48,132,4,4,3,0,3,3,15,3,1200,0,0,0,0,0,0,1200,2,410,15,657,2733,0,0,0,0,0,0
28,0,0,3825,3825,19,60,112,0,5,2,2,5,6,11,4,4000,0,0,0,0,0,0,4000,6,1715,15,2172,2357,0,10,11350,8525,0,0
34,1,1,1060,1060,106,12,150,7,5,3,0,6,5,10,3,893,893,0,0,0,0,420,2206,9,2283,68,39,721,1,0,0,0,0,0
55,1,0,1590,1590,18,36,63,2,4,4,0,3,1,1,4,570,0,0,0,0,0,0,570,3,367,31,139,905,0,0,0,0,0,0
24,0,2,6375,6375,32,36,299,0,5,3,0,2,1,16,4,200,0,0,850,0,0,0,1050,10,1479,50,21,5932,0,0,0,0,0,0
28,1,0,2125,2125,32,48,87,8,4,3,0,3,2,7,3,804,167,0,0,0,0,0,971,10,717,52,166,1487,0,0,0,0,0,0
24,1,0,2655,2655,31,60,96,0,2,2,2,5,1,7,4,0,0,100,0,375,0,0,475,6,583,46,4,2655,0,0,0,0,0,0
36,0,0,1275,1275,12,12,117,7,4,1,2,3,6,3,8,2270,0,0,0,0,0,0,2270,9,1852,38,299,96,0,5,6175,6810,0,0
53,0,2,2655,2655,38,36,133,6,3,4,0,3,6,17,4,1578,0,0,0,0,0,0,1578,8,1508,55,37,2655,0,0,0,0,0,0
45,1,0,10630,10630,14,60,286,2,5,2,1,3,6,17,1,1500,0,50,80,0,0,0,1630,1,519,17,824,10630,0,2,1735,2079,1100,1
44,0,0,4780,4780,34,48,200,2,4,1,0,3,5,6,7,2300,0,0,0,0,0,0,2300,4,1040,23,1058,4780,0,2,6575,2104,3000,2
25,0,2,2655,2655,86,12,346,7,2,2,0,3,4,9,3,1800,0,0,0,0,0,0,1800,11,2320,69,4,1434,0,0,0,0,0,0
43,0,0,7970,7970,28,18,577,3,4,2,1,3,6,6,1,600,0,0,0,0,0,1200,1800,1,540,32,682,2044,0,0,0,0,0,0
30,1,0,530,530,37,48,23,7,4,2,2,3,6,7,1,650,0,95,0,0,0,0,745,7,536,41,185,502,0,4,3960,2374,0,0
31,1,2,3185,3185,65,36,214,0,4,3,0,3,1,7,4,2100,0,0,0,0,0,0,2100,16,2836,69,8,3185,1,0,0,0,0,0
31,1,0,6375,4165,34,48,266,0,3,1,2,3,6,7,4,550,0,0,100,0,0,0,650,6,456,61,2,4165,0,0,0,0,0,0
58,0,0,10630,10115,20,60,317,6,5,5,0,3,6,4,3,1850,0,0,0,0,0,340,2190,4,910,26,962,10115,1,0,0,0,0,0
34,0,2,6375,3195,99,36,581,6,3,3,0,3,6,5,3,3004,0,0,0,0,0,0,3004,4,2400,69,21,3195,1,0,0,0,0,0
34,0,0,3720,3720,34,60,143,3,4,1,0,3,6,8,1,1600,0,0,0,0,0,0,1600,4,1040,31,415,14,0,1,10000,7528,0,0
39,1,0,1275,1275,22,36,52,8,4,1,1,3,6,1,4,1060,0,88,0,0,0,250,1398,8,1268,64,76,2,0,19,12156,8981,0,0
33,0,0,2125,2125,20,36,86,5,5,1,2,3,1,3,3,2347,0,0,0,0,0,0,2347,4,1049,18,1210,1711,0,2,7655,1637,0,0
27,0,0,1165,1165,23,18,81,7,2,1,2,3,2,3,3,1000,0,0,0,0,0,0,1000,6,943,57,124,248,0,2,3680,1720,0,0
57,0,1,10630,7750,37,60,431,7,5,4,3,3,6,11,9,15810,0,0,0,0,0,0,15810,8,7237,18,8140,7750,1,0,0,0,0,0
26,0,0,2655,2655,33,60,100,0,5,3,0,3,1,4,1,999,0,0,0,0,0,0,999,10,1637,66,31,31,0,0,0,0,0,0
51,1,0,635,635,17,18,42,7,4,1,0,3,6,7,1,580,240,0,0,0,0,0,820,5,841,68,6,307,0,2,10095,1546,0,0
37,0,2,4250,4250,30,36,194,0,3,3,0,3,6,9,4,1897,0,0,0,0,0,0,1897,15,2447,68,20,4250,0,2,7190,2426,4000,1
32,1,0,1060,1060,28,60,36,2,4,1,3,3,6,3,1,650,0,238,0,0,0,0,888,5,489,15,361,104,0,3,3190,1164,0,0
41,1,0,4780,4780,24,60,155,0,4,1,2,3,2,16,7,363,0,100,0,0,0,0,463,7,639,45,1,4176,0,0,0,0,0,0
37,2,1,1060,1060,65,36,71,7,3,3,2,3,1,19,3,901,0,0,0,0,0,0,901,5,739,51,89,1060,1,0,0,0,500,1
34,0,0,10630,7340,31,36,492,7,2,2,1,3,6,6,1,1400,0,0,0,0,0,0,1400,7,1196,49,27,5308,1,0,0,0,0,0
56,1,2,2125,2125,22,36,88,7,3,3,0,6,6,14,4,0,743,0,398,0,0,0,1141,4,1021,53,30,365,0,0,0,0,0,0
45,0,0,1060,1060,20,9,131,5,5,1,1,3,6,10,8,3000,0,0,0,0,0,0,3000,2,1550,4,1318,29,0,2,1165,1213,0,0
30,0,2,4250,4250,48,36,239,2,3,3,0,3,1,6,4,2200,0,0,0,0,0,0,2200,13,3197,68,22,4250,0,0,0,0,0,0
27,1,0,530,530,31,36,24,2,4,1,1,3,4,16,7,500,0,50,0,0,0,0,550,4,451,41,73,15,0,0,0,0,1000,2
43,1,0,3615,3615,33,36,171,0,5,3,1,5,4,1,3,642,0,50,0,0,364,0,1056,5,615,42,269,0,0,1,2000,3097,0,0
28,2,1,530,530,63,12,62,2,5,3,0,3,1,16,3,1500,0,0,0,0,0,0,1500,7,1110,48,326,211,0,0,0,0,0,0
52,0,0,3185,3185,23,48,113,3,4,4,1,5,3,7,4,365,0,0,0,0,0,0,365,1,250,31,1,140,1,0,0,0,0,0
51,1,2,6375,6305,53,36,379,0,4,3,0,3,6,7,4,2850,0,0,344,0,0,0,3194,22,3145,69,10,5811,1,1,2125,705,0,0
43,0,0,7440,7440,28,12,743,3,4,1,0,3,1,10,1,3500,0,0,0,0,0,0,3500,1,1050,21,1706,1253,0,0,0,0,0,0
31,1,0,3720,3720,25,60,121,7,3,2,1,3,1,1,6,1248,0,0,0,0,0,0,1248,4,622,26,504,27,0,2,4500,2489,0,0
63,1,2,6375,6375,53,36,380,3,4,1,0,6,6,6,1,0,1700,0,0,0,0,700,2400,2,987,15,1032,6375,0,0,0,0,0,0
54,0,2,3185,3185,34,36,153,0,2,4,0,3,3,2,4,1450,0,0,0,0,0,0,1450,3,635,19,661,3185,0,0,0,0,0,0
62,1,0,6910,6910,23,60,219,2,4,5,0,3,6,1,1,800,190,0,42,0,0,0,1032,12,2798,69,8,2946,1,2,6220,3670,0,0
29,2,1,4250,4250,131,12,667,8,5,3,0,3,2,14,2,1100,0,0,0,0,0,0,1100,6,1704,65,34,222,0,0,0,0,0,0
46,0,0,3720,3720,10,60,91,7,5,2,0,3,5,18,8,660,0,0,0,0,0,0,660,7,596,54,14,3720,0,1,5315,880,0,0
38,0,0,5845,5845,21,60,179,0,4,1,1,3,6,7,3,1200,0,0,0,0,0,0,1200,2,521,28,498,3873,0,1,4910,973,0,0
56,1,0,7440,7440,14,48,229,0,4,2,0,3,3,1,1,611,0,0,0,0,0,100,711,7,710,60,31,5368,0,1,3185,280,0,0
29,0,0,530,530,35,60,20,2,4,2,2,3,1,1,1,470,0,0,0,0,0,90,560,2,275,8,264,530,0,1,955,988,0,0
43,0,0,2655,2655,27,18,190,1,4,3,1,3,6,15,1,1390,0,0,0,0,0,600,1990,4,918,25,881,636,0,3,8500,2147,0,0
27,1,2,3185,3185,42,36,167,3,4,1,2,5,4,17,4,1700,0,200,0,0,0,500,2400,6,989,18,1243,3185,0,1,2200,1992,0,0
30,2,1,3720,3720,55,60,197,0,3,3,0,3,5,17,3,1800,0,0,0,0,0,0,1800,7,2507,70,0,702,0,0,0,0,0,0
47,0,0,4570,4570,23,36,194,2,5,2,0,6,6,1,1,0,290,0,54,0,0,600,944,5,665,61,84,374,0,2,3505,1351,5400,3
47,1,2,5315,5315,27,36,236,0,2,1,1,6,5,1,1,0,1200,146,378,0,140,0,1864,10,1870,47,56,4862,0,0,0,0,0,0
21,0,2,2125,2125,120,12,319,0,3,3,0,3,4,1,4,1308,0,0,0,0,0,0,1308,12,1469,60,22,1717,1,0,0,0,0,0
44,1,0,9035,9035,20,60,272,2,2,3,1,3,3,1,1,720,0,50,0,0,0,0,770,9,1178,51,11,9035,0,0,0,0,0,0
56,1,0,10630,10630,17,60,300,2,5,1,0,3,6,11,1,1600,0,0,0,0,0,0,1600,3,730,34,569,10630,1,0,0,0,0,0
31,0,0,3615,3615,15,36,138,3,5,3,0,3,2,6,2,1000,0,0,0,0,0,0,1000,2,303,14,558,2116,0,0,0,0,0,0
40,1,2,2125,2125,155,12,365,8,3,2,0,2,2,19,5,1900,0,0,0,0,0,0,1900,2,757,29,776,2379,1,0,0,0,0,0
40,0,2,2125,2125,77,12,266,6,3,1,0,3,6,12,3,2200,0,0,0,0,0,0,2200,13,2213,67,55,1066,0,0,0,0,0,0
47,0,1,3185,3185,53,60,162,6,4,1,1,3,4,8,3,1220,0,0,0,0,0,0,1220,5,1619,57,149,3185,1,1,1230,1374,0,0
28,0,2,3185,3185,93,36,277,7,2,3,0,2,4,11,3,2790,800,0,0,0,0,1600,5190,13,3368,40,1543,3185,1,0,0,0,0,0
61,0,2,6375,6375,14,36,242,0,3,4,0,6,5,1,3,0,1298,0,43,0,0,0,1341,6,1433,32,94,108,0,1,3720,464,0,0
23,0,0,9035,7600,37,48,395,3,4,3,0,3,1,3,3,2098,0,0,0,0,0,0,2098,6,1758,39,309,7223,0,0,0,0,0,0
